zip_code,school_name,school_rating,grade_levels,percent_low_income
22201,Francis Scott Key Elementary School,5.0,PK-5,43
22204,Carlin Springs Elementary School,5.0,PK-5,83
22202,Oakridge Elementary School,5.0,PK-5,25
22980,Cassell Elementary School,5.0,PK-5,52
24437,Edward G. Clymore Elementary School,5.0,PK-5,42
24503,Boonsboro Elementary School,5.0,K-5,23
24551,New London Academy Elementary,5.0,PK-5,27
24175,Troutville Elementary School,5.0,PK-5,30
24201,Stonewall Jackson Elementary School,5.0,PK-5,98
24201,Washington Lee Elementary School,5.0,PK-5,98
24614,Jm Bevins Elementary School,5.0,PK-5,88
24588,Yellow Branch Elementary School,5.0,PK-5,46
24343,Gladesboro Elementary School,5.0,PK-5,58
22901,Greenbrier Elementary School,5.0,PK-4,47
23322,Hickory Elementary School,5.0,PK-5,26
23234,Falling Creek Elementary School,5.0,PK-5,76
23831,Harrowgate Elementary School,5.0,PK-5,64
23234,J G Hening Elementary School,5.0,PK-5,47
23237,Salem Church Elementary School,5.0,PK-5,50
23114,Evergreen Elementary,5.0,PK-5,17
23832,Jacobs Road Elementary School,5.0,PK-5,41
23831,Ecoff Elementary School,5.0,PK-5,38
24127,Mccleary Elementary School,5.0,PK-5,62
22701,Emerald Hill Elementary School,5.0,PK-5,30
23040,Cumberland Elementary School,5.0,PK-4,74
24256,Sandlick Elementary School,5.0,PK-5,66
23841,Dinwiddie Elementary School,5.0,K-5,51
23885,Sutherland Elementary School,5.0,K-5,54
22042,Beech Tree Elementary School,5.0,PK-5,57
22003,Columbia Elementary School,5.0,PK-5,35
22030,Fairfax Villa Elementary School,5.0,PK-6,26
20190,Forest Edge Elementary School,5.0,PK-6,41
22182,Freedom Hill Elementary School,5.0,PK-6,23
22079,Gunston Elementary School,5.0,PK-6,33
22315,Hayfield Elementary School,5.0,PK-6,10
20191,Hunters Woods Elementary,5.0,PK-6,18
22151,Kings Park Elementary School,5.0,PK-3,23
22032,Little Run Elementary School,5.0,PK-6,27
22180,Louise Archer Elementary School,5.0,PK-6,11
22151,North Springfield Elementary School,5.0,PK-5,37
22032,Olde Creek Elementary School,5.0,PK-6,18
22308,Stratford Landing Elementary School,5.0,PK-6,17
22043,Westgate Elementary School,5.0,PK-6,30
22015,Cherry Run Elementary School,5.0,PK-6,4
20120,Cub Run Elementary School,5.0,PK-6,15
22032,Bonnie Brae Elementary School,5.0,PK-6,15
20186,C.M. Bradley Elementary School,5.0,PK-5,23
22734,Margaret M. Pierce Elementary School,5.0,PK-5,33
22712,Mary Walter Elementary School,5.0,PK-5,53
20187,C. Hunter Ritchie Elementary School,5.0,PK-5,13
24091,Floyd Elementary School,5.0,PK-7,52
24380,Willis Elementary School,5.0,PK-7,59
24088,Ferrum Elementary School,5.0,PK-5,78
24151,Sontag Elementary School,5.0,PK-5,85
22603,Apple Pie Ridge Elementary School,5.0,PK-5,48
24333,Galax Elementary School,5.0,PK-4,72
24134,Macy McClaugherty Elementary/Middle School,5.0,PK-7,55
24136,Eastern Elementary/Middle School,5.0,PK-7,48
22973,Nathanael Greene Elementary School,5.0,3-5,45
23015,Beaverdam Elementary School,5.0,PK-5,23
23111,Mechanicsville Elementary School,5.0,PK-5,44
23111,Cold Harbor Elementary School,5.0,PK-5,26
23192,South Anna Elementary School,5.0,PK-5,21
23229,Maybeury Elementary School,5.0,PK-5,30
23238,Ruby F. Carver Elementary School,5.0,PK-5,42
23150,Seven Pines Elementary School,5.0,PK-5,48
23294,Skipwith Elementary School,5.0,PK-5,53
23223,Arthur Ashe Jr. Elementary School,5.0,PK-5,70
24148,Drewry Mason Elementary School,5.0,PK-5,85
24055,Sanville Elementary School,5.0,PK-5,83
24168,Stanleytown Elementary School,5.0,PK-5,87
23148,Lawson-Marriott Elementary School,5.0,PK-7,45
22485,King George Elementary School,5.0,PK-6,37
20105,Aldie Elementary School,5.0,PK-5,14
20117,Banneker Elementary School,5.0,PK-5,33
20175,Catoctin Elementary School,5.0,PK-5,20
20176,Lucketts Elementary School,5.0,PK-5,22
20164,Rolling Ridge Elementary School,5.0,PK-5,64
20164,Sugarland Elementary School,5.0,PK-5,74
20197,Waterford Elementary School,5.0,PK-5,2
20147,Sanders Corner Elementary School,5.0,PK-5,11
20147,Dominion Trail Elementary School,5.0,PK-5,19
23093,Trevilians Elementary School,5.0,PK-5,55
23927,Clarksville Elementary School,5.0,PK-5,60
23970,South Hill Elementary School,5.0,PK-5,64
24060,Margaret Beeks Elementary School,5.0,PK-5,30
24149,Auburn Elementary School,5.0,PK-5,47
23141,George W. Watkins Elementary School,5.0,PK-5,22
23503,Bay View Elementary School,5.0,PK-5,51
23509,Willard Model Elementary School,5.0,PK-5,99
23505,Crossroads School,5.0,PK-8,58
23517,Ghent Elementary School,5.0,K-8,28
23502,Ingleside Elementary School,5.0,PK-5,99
23505,Suburban Park Elementary School,5.0,PK-5,99
22960,Orange Elementary School,5.0,PK-5,59
24082,Hardin Reynolds Elementary School,5.0,4-7,58
23805,Walnut Hill Elementary School,5.0,K-5,92
24540,Twin Springs Elementary School,5.0,PK-5,47
23139,Pocahontas Elementary School,5.0,PK-5,26
23875,North Elementary School,5.0,PK-5,47
22025,Montclair Elementary School,5.0,PK-5,35
22193,Bel Air Elementary School,5.0,PK-5,78
20112,Coles Elementary School,5.0,PK-5,36
20155,George G. Tyler Elementary School,5.0,PK-5,18
20111,Loch Lomond Elementary School,5.0,PK-5,80
22192,Rockledge Elementary School,5.0,PK-5,42
22193,Sonnie Penn Elementary School,5.0,PK-5,36
20136,Bristow Run Elementary School,5.0,PK-5,15
22193,Martin Luther King Jr. Elementary School,5.0,PK-5,51
22192,Lake Ridge Elementary School,5.0,PK-5,32
22192,Springwoods Elementary School,5.0,PK-5,24
22191,River Oaks Elementary School,5.0,PK-5,64
22192,Antietam Elementary School,5.0,PK-5,30
22747,Rappahannock County Elementary School,5.0,PK-7,34
23223,Fairfield Court Elementary School,5.0,PK-5,96
23220,William Fox Elementary School,5.0,PK-5,98
23234,Broad Rock Elementary School,5.0,PK-5,97
24013,Fallon Park Elementary School,5.0,PK-5,99
24012,Round Hill Elementary School,5.0,PK-5,98
24012,Lincoln Terrace Elementary School,5.0,PK-5,99
24016,Highland Park Elementary School,5.0,PK-5,99
24012,Preston Park Elementary School,5.0,PK-5,99
24179,W.E. Cundiff Elementary School,5.0,PK-5,39
24153,Fort Lewis Elementary School,5.0,PK-5,21
22840,Mcgaheysville Elementary School,5.0,PK-5,33
24224,Castlewood Elementary School,5.0,1-7,71
24153,West Salem Elementary School,5.0,K-5,21
24153,East Salem Elementary School,5.0,PK-5,43
24311,Atkins Elementary School,5.0,PK-5,72
24375,Sugar Grove Combined,5.0,PK-5,73
23837,Riverdale Elementary School,5.0,PK-5,51
22553,Brock Road Elementary School,5.0,PK-5,33
22407,Battlefield Elementary School,5.0,PK-5,45
22553,Robert E. Lee Elementary School,5.0,PK-5,43
22408,Spotswood Elementary School,5.0,PK-5,54
22556,Anne E. Moncure Elementary School,5.0,PK-5,25
22405,Falmouth Elementary School,5.0,PK-5,32
22405,Ferry Farm Elementary School,5.0,PK-5,33
22405,Grafton Village Elementary School,5.0,PK-5,22
22554,Stafford Elementary School,5.0,PK-5,22
24401,Thomas C. Mcswain Elementary School,5.0,K-5,49
24605,Abbs Valley-Boissevain Elementary School,5.0,PK-5,72
23462,Kempsville Meadows Elementary School,5.0,PK-5,38
23455,Luxford Elementary School,5.0,PK-5,52
23462,Newtown Elementary School,5.0,2-3,74
23452,Thalia Elementary School,5.0,PK-5,45
23462,White Oaks Elementary School,5.0,PK-5,48
23452,Windsor Oaks Elementary School,5.0,PK-5,59
23464,Woodstock Elementary School,5.0,PK-5,40
22630,A.S. Rhodes Elementary School,5.0,K-5,39
23185,Matthew Whaley Elementary School,5.0,K-5,42
23188,Norge Elementary School,5.0,PK-5,41
23188,Rawls Byrd Elementary School,5.0,PK-5,47
23188,D.J. Montague Elementary School,5.0,K-5,32
23692,Yorktown Elementary School,5.0,PK-5,43
22920,Rockfish River Elementary School,5.0,PK-5,51
22304,Samuel W. Tucker Elementary School,5.0,PK-5,60
22602,Orchard View Elementary School,5.0,PK-5,33
22406,Rocky Run Elementary School,5.0,PK-5,36
20152,Hutchison Farm Elementary School,5.0,PK-5,8
22407,Parkside Elementary School,5.0,PK-5,32
23607,Achievable Dream Academy,5.0,PK-5,99
20176,Frances Hazel Reid Elementary School,5.0,PK-5,32
20165,Countryside Elementary School,5.0,PK-5,30
24541,Brosville Elementary School,5.0,PK-5,61
23435,Creekside Elementary School,5.0,PK-5,44
22191,Mary Williams Elementary School,5.0,PK-5,41
24112,Mt. Olivet Elementary School,5.0,PK-5,83
24301,Pulaski Elementary School,5.0,PK-5,80
22485,Sealston Elementary School,5.0,K-6,30
20136,Victory Elementary School,5.0,PK-5,23
24330,Fries School,5.0,PK-7,76
22846,Cub Run Elementary School,5.0,PK-5,44
24378,Grayson Highlands School,5.0,PK-7,71
23661,Hunter B. Andrews,5.0,PK-8,84
22079,Laurel Hill Elementary School,5.0,PK-6,15
24054,Axton Elementary School,5.0,PK-5,87
22003,Mason Crest Elementary School,5.0,PK-5,50
20147,Discovery Elementary,5.0,PK-5,16
20136,Chris Yung Elementary,5.0,PK-5,38
22302,George Mason Elementary School,4.0,PK-5,31
22304,James K Polk Elementary School,4.0,PK-5,67
23002,Amelia County Elementary School,4.0,PK-4,50
24522,Appomattox Elementary School,4.0,3-5,50
22206,Abingdon Elementary School,4.0,PK-5,47
22203,Barrett Elementary School,4.0,PK-5,57
22206,Drew Model Elementary School,4.0,PK-5,54
24401,Beverley Manor Elementary School,4.0,PK-5,44
24421,Churchville Elementary School,4.0,PK-5,41
22843,North River Elementary School,4.0,PK-5,44
24401,Riverheads Elementary School,4.0,PK-5,44
24104,Huddleston Elementary School,4.0,PK-5,53
24121,Moneta Elementary School,4.0,PK-5,58
24523,Bedford Elementary School,4.0,2-5,50
24066,Buchanan Elementary School,4.0,PK-5,45
24201,Joseph Van Pelt Elementary School,4.0,PK-5,75
22443,Colonial Beach Elementary School,4.0,PK-7,67
24620,Hurley Elementary/Middle School,4.0,PK-7,82
24517,Altavista Elementary School,4.0,PK-5,59
24538,Concord Elementary School,4.0,PK-5,45
24317,St Paul School,4.0,PK-7,70
23030,Charles City Co Elementary School,4.0,PK-6,61
23967,Bacon District Elementary School,4.0,PK-5,75
22903,Johnson Elementary School,4.0,PK-4,62
22903,Walker Upper Elementary School,4.0,5-6,55
22903,Venable Elementary School,4.0,PK-4,39
23320,Crestwood Intermediate School,4.0,3-5,45
23323,Deep Creek Elementary School,4.0,PK-5,37
23323,G.A. Treakle Elementary School,4.0,PK-5,61
23325,Georgetown Primary School,4.0,PK-3,59
23325,Norfolk Highlands Primary School,4.0,PK-3,44
23321,Western Branch Intermediate School,4.0,3-5,29
23831,C E Curtis Elementary School,4.0,PK-5,32
23803,Ettrick Elementary School,4.0,PK-5,65
23832,J A Chalkley Elementary School,4.0,PK-5,74
23236,Reams Road Elementary School,4.0,PK-5,49
23112,Thelma Crenshaw Elementary School,4.0,PK-5,43
22620,Boyce Elementary School,4.0,K-5,34
23834,Lakeview Elementary School,4.0,PK-5,56
23834,Tussing Elementary School,4.0,PK-5,48
22701,A G Richardson Elementary School,4.0,PK-5,45
24541,Forest Hills Elementary School,4.0,K-5,92
22307,Belle View Elementary School,4.0,PK-6,32
22307,Bucknell Elementary School,4.0,PK-6,72
22152,Cardinal Forest Elementary School,4.0,PK-6,27
22180,Cunningham Park Elementary School,4.0,PK-6,29
22150,Garfield Elementary School,4.0,PK-6,58
22041,Glen Forest Elementary School,4.0,PK-5,71
20190,Lake Anne Elementary School,4.0,PK-6,31
20120,London Towne Elementary School,4.0,PK-6,45
22309,Riverside Elementary School,4.0,PK-6,64
20191,Terraset Elementary School,4.0,PK-6,32
22309,Washington Mill Elementary School,4.0,PK-6,49
22042,Westlawn Elementary School,4.0,PK-6,66
22042,Woodburn Elementary School,4.0,PK-6,59
20194,Aldrin Elementary School,4.0,PK-6,15
20120,Deer Park Elementary School,4.0,PK-6,21
20121,Centreville Elementary School,4.0,PK-6,19
22039,Halley Elementary School,4.0,PK-6,31
20170,Clearview Elementary School,4.0,PK-6,44
22153,Newington Forest Elementary School,4.0,PK-6,30
22153,Saratoga Elementary School,4.0,PK-6,42
20120,Virginia Run Elementary School,4.0,PK-6,34
20121,Centre Ridge Elementary School,4.0,PK-6,45
20119,H.M. Pearson Elementary School,4.0,PK-5,37
20198,W.G. Coleman Elementary School,4.0,PK-5,36
23055,Carrysbrook Elementary,4.0,3-4,35
24092,Glade Hill Elementary School,4.0,PK-5,64
22602,Armel Elementary School,4.0,PK-5,23
22655,Bass-Hoover Elementary School,4.0,PK-5,38
24589,Scottsburg Elementary School,4.0,PK-5,68
24577,Sydnor Jennings Elementary School,4.0,PK-5,73
23669,Captain John Smith Elementary School,4.0,PK-5,65
23664,Francis Asbury Elementary School,4.0,PK-5,34
23663,Jane H. Bryan Elementary School,4.0,PK-5,88
23666,Luther W. Machen Elementary School,4.0,PK-5,86
23666,Paul Burbank Elementary School,4.0,PK-5,54
23666,William Mason Cooper Elementary School,4.0,PK-5,41
23005,Elmont Elementary School,4.0,PK-5,34
23005,John M. Gandy Elementary School,4.0,3-5,48
23116,Washington-Henry Elementary School,4.0,PK-5,16
22801,Stone Spring Elementary School,4.0,PK-4,72
23150,Donahoe Elementary School,4.0,PK-5,65
23228,Lakeside Elementary School,4.0,PK-5,68
23150,Sandston Elementary School,4.0,PK-5,73
24078,John Redd Smith Elementary School,4.0,3-5,89
24112,Carver Elementary School,4.0,PK-5,84
23860,Patrick Copeland Elementary School,4.0,K-5,91
23314,Carrollton Elementary School,4.0,PK-3,28
23430,Hardy Elementary School,4.0,PK-3,53
22503,Lancaster Primary School,4.0,PK-3,79
20180,Lovettsville Elementary School,4.0,PK-5,10
20164,Sterling Elementary School,4.0,PK-5,56
20176,Ball's Bluff Elementary School,4.0,PK-5,26
24502,Perrymont Elementary School,4.0,PK-5,87
24501,Robert S. Payne Elementary School,4.0,PK-5,86
24502,Sandusky Elementary School,4.0,PK-5,88
24502,Sheffield Elementary School,4.0,PK-5,86
22727,Waverly Yowell Elementary School,4.0,3-5,50
23109,Lee-Jackson Elementary School,4.0,PK-4,47
23950,Lacrosse Elementary School,4.0,PK-5,66
24073,Falling Branch Elementary School,4.0,PK-5,42
23608,David A. Dutrow Elementary School,4.0,PK-5,54
23608,Richneck Elementary School,4.0,PK-5,51
23602,Willis A. Jenkins Elementary School,4.0,PK-5,77
23505,Granby Elementary School,4.0,PK-5,99
23503,Oceanair Elementary School,4.0,PK-5,99
23350,Occohannock Elementary School,4.0,PK-6,77
23824,Blackstone Primary School,4.0,PK-4,63
23930,Crewe Primary School,4.0,1-4,67
22567,Lightfoot Elementary School,4.0,3-5,49
22849,Shenandoah Elementary School,4.0,PK-5,54
22650,Springfield Elementary School,4.0,PK-5,54
23703,Churchland Elementary School,4.0,K-6,35
23703,Churchland Primary & Intermediate School,4.0,K-6,48
23702,James Hurst Elementary School,4.0,K-6,99
23701,Lakeview Elementary School,4.0,K-6,99
23707,Simonsdale Elementary School,4.0,K-6,50
22191,Belmont Elementary School,4.0,PK-5,67
20109,C.A. Sinclair Elementary School,4.0,PK-5,79
22026,Dumfries Elementary School,4.0,PK-5,75
20111,Signal Hill Elementary School,4.0,PK-5,25
22191,Potomac View Elementary School,4.0,PK-5,86
20109,Sudley Elementary School,4.0,PK-5,61
22172,Triangle Elementary School,4.0,PK-5,59
20109,West Gate Elementary School,4.0,PK-5,87
22191,Leesylvania Elementary School,4.0,PK-5,40
22193,Sharon C. Mcauliffe Elementary School,4.0,PK-5,43
24301,Critzer Elementary School,4.0,PK-5,80
24141,Riverlawn Elementary School,4.0,PK-5,52
23225,Elizabeth D. Redd Elementary School,4.0,PK-5,99
23221,John B. Cary Elementary School,4.0,PK-5,98
23225,Southampton Elementary School,4.0,PK-5,97
23235,J.B. Fisher Elementary School,4.0,PK-5,99
24013,Morningside Elementary School,4.0,PK-5,99
24017,Roanoke Academy For Math & Science Elementary,4.0,PK-5,98
24019,Burlington Elementary School,4.0,PK-5,55
22853,Plains Elementary School,4.0,PK-5,51
22802,Lacey Spring Elementary School,4.0,PK-5,43
22551,Riverview Elementary School,4.0,PK-5,46
22551,Livingston Elementary School,4.0,PK-5,57
22553,Wilderness Elementary School,4.0,PK-5,36
22407,Salem Elementary School,4.0,PK-5,61
22407,Courtland Elementary School,4.0,PK-5,38
22554,Hampton Oaks Elementary School,4.0,PK-5,56
22554,Park Ridge Elementary School,4.0,PK-5,23
23434,Kilby Shores Elementary School,4.0,PK-5,45
23839,Surry Elementary School,4.0,PK-4,64
24630,Springville Elementary School,4.0,K-5,61
23453,Green Run Elementary School,4.0,PK-5,65
23451,Birdneck Elementary School,4.0,PK-5,70
23453,Parkway Elementary School,4.0,PK-5,71
22630,Hilda J. Barbour Elementary School,4.0,K-5,42
22980,Westwood Hills Elementary School,4.0,K-5,44
23185,Clara Byrd Baker Elementary School,4.0,PK-5,34
24382,Spiller Elementary School,4.0,PK-5,49
24477,Guy K Stump Elementary School,4.0,PK-5,35
20121,Bull Run Elementary School,4.0,PK-6,30
24551,Thomas Jefferson Elementary School,4.0,PK-5,20
24631,Twin Valley Elementary/Middle School,4.0,PK-7,66
22030,Providence Elementary School,4.0,PK-6,39
22802,Mountain View Elementary School,4.0,PK-5,46
22911,Baker-Butler Elementary School,4.0,PK-5,20
22206,Claremont Immersion,4.0,PK-5,37
20164,Dominion High School,4.0,PK-12,24
20132,Mountain View Elementary School,4.0,PK-5,12
22405,Conway Elementary School,4.0,PK-5,30
23701,Victory Elementary School,4.0,K-6,57
24520,Cluster Springs Elementary School,4.0,K-5,51
24592,South Boston Elementary School,4.0,K-5,63
20181,Greenville Elementary School,4.0,PK-5,11
23139,Flat Rock Elementary School,4.0,PK-5,16
22193,Fannie W. Fitzgerald Elementary School,4.0,PK-5,62
22408,Cedar Forest Elementary School,4.0,PK-5,42
20171,Coates Elementary,4.0,PK-6,45
22602,Greenwood Mill Elementary School,4.0,PK-5,25
23188,J Blaine Blayton Elementary School,4.0,PK-5,39
20176,Tuscarora High School,4.0,PK-12,20
20175,Frederick Douglass Elementary School,4.0,PK-5,33
23359,Kegotank Elementary School,3.0,PK-5,74
23410,Pungoteague Elementary School,3.0,PK-5,80
23418,Accawmacke Elementary School,3.0,PK-5,71
22936,Broadus Wood Elementary School,3.0,PK-5,15
22932,Crozet Elementary School,3.0,K-5,27
22947,Stony Point Elementary School,3.0,K-5,26
22901,Woodbrook Elementary School,3.0,PK-5,46
22302,Douglas Macarthur Elementary School,3.0,PK-5,33
22314,Jefferson-Houston PreK-8 School,3.0,PK-8,73
22311,John Adams Elementary School,3.0,PK-5,66
22305,Cora Kelly Magnet Elementary,3.0,PK-5,88
24422,Sharon Elementary School,3.0,PK-5,46
24572,Amelon Elementary School,3.0,PK-5,52
24521,Central Elementary School,3.0,PK-5,71
22204,Randolph Elementary School,3.0,PK-5,73
24430,Craigsville Elementary School,3.0,PK-5,84
24477,Stuarts Draft Elementary School,3.0,PK-5,46
22939,Wilson Elementary School,3.0,PK-5,41
24122,Montvale Elementary School,3.0,PK-5,58
24201,Highland View Elementary School,3.0,PK-5,98
23868,Meherrin Powellton Elementary School,3.0,PK-5,95
23821,Red Oak-Sturgeon Elementary School,3.0,PK-5,96
24416,Enderly Heights Elementary School,3.0,3-5,65
22514,Bowling Green Elementary School,3.0,PK-5,68
22546,Madison Elementary School,3.0,PK-5,63
24312,Laurel Elementary School,3.0,PK-5,57
22901,Burnley-Moran Elementary School,3.0,PK-4,45
22903,Jackson-Via Elementary School,3.0,PK-4,74
22902,Clark Elementary School,3.0,PK-4,82
23324,George W. Carver Intermediate School,3.0,3-5,83
23324,Thurgood Marshall Elementary School,3.0,PK-5,85
23325,Sparrow Road Intermediate School,3.0,4-5,57
23320,Greenbrier Intermediate School,3.0,3-5,25
23834,Marguerite F Christian Elementary School,3.0,PK-5,52
22611,D G Cooley Elementary School,3.0,PK-5,22
24426,Jeter-Watson Intermediate School,3.0,4-7,55
22701,Farmington Elementary School,3.0,PK-5,56
22701,Pearl Sample Elementary School,3.0,PK-5,64
24541,Park Avenue Elementary School,3.0,K-5,94
22560,Tappahannock Elementary School,3.0,PK-4,71
22003,Braddock Elementary School,3.0,PK-5,68
20151,Brookfield Elementary School,3.0,PK-6,51
22303,Cameron Elementary School,3.0,PK-6,61
22150,Crestwood Elementary School,3.0,PK-6,66
22150,Forestdale Elementary School,3.0,PK-6,49
22308,Fort Hunt Elementary School,3.0,PK-6,32
22042,Graham Road Elementary School,3.0,PK-6,79
22306,Groveton Elementary School,3.0,PK-6,68
22306,Hollin Meadows Elementary School,3.0,PK-6,49
22306,Hybla Valley Elementary School,3.0,PK-6,89
22312,Parklawn Elementary School,3.0,PK-5,64
22310,Rose Hill Elementary School,3.0,PK-6,39
22046,Timber Lane Elementary School,3.0,PK-6,55
22312,Weyanoke Elementary School,3.0,PK-5,79
22309,Woodlawn Elementary School,3.0,PK-6,57
22060,Fort Belvoir Elementary School,3.0,PK-3,23
20194,Armstrong Elementary School,3.0,PK-6,9
20170,Dranesville Elementary School,3.0,PK-6,37
24079,Check Elementary School,3.0,PK-7,49
24151,Rocky Mount Elementary School,3.0,PK-5,84
22603,Gainesboro Elementary School,3.0,PK-5,37
22624,Stonewall Elementary School,3.0,PK-5,43
22603,Redbud Run Elementary School,3.0,PK-5,48
22603,Indian Hollow Elementary School,3.0,PK-5,41
22645,Middletown Elementary School,3.0,PK-5,40
22968,Ruckersville Elementary School,3.0,K-5,35
23666,Aberdeen Elementary School,3.0,PK-5,89
23666,Alfred S. Forrest Elementary School,3.0,PK-5,59
23669,Barron Elementary School,3.0,PK-5,42
23669,Booker Elementary School,3.0,K-5,55
23663,John B. Cary Elementary School,3.0,PK-5,90
23669,Phillips Elementary School,3.0,K-5,42
22802,Waterman Elementary School,3.0,PK-4,78
23228,Dumbarton Elementary School,3.0,PK-5,71
23222,Glen Lea Elementary School,3.0,PK-5,86
23060,Longdale Elementary School,3.0,PK-5,68
23231,Ward Elementary School,3.0,PK-5,63
24055,Campbell Court Elementary School,3.0,PK-5,84
23860,Harry E. James Elementary School,3.0,K-5,91
23860,Dupont Elementary School,3.0,K-5,90
20164,Sully Elementary School,3.0,PK-5,77
20165,Potowmack Elementary School,3.0,PK-5,31
20176,Leesburg Elementary School,3.0,PK-5,26
20175,Cool Spring Elementary School,3.0,PK-5,29
23093,Thomas Jefferson Elementary School,3.0,PK-5,67
23974,Victoria Elementary School,3.0,PK-5,69
24503,Bedford Hills Elementary School,3.0,PK-5,38
24501,Dearington Elem/Innovation,3.0,PK-5,98
20110,Baldwin Elementary School,3.0,PK-4,72
23924,Chase City Elementary School,3.0,PK-5,74
24060,Prices Fork Elementary School,3.0,PK-5,51
23602,B.C. Charles Elementary School,3.0,PK-5,50
23602,L.F. Palmer Elementary School,3.0,PK-5,78
23606,Richard T. Yates Elementary School,3.0,PK-5,46
23606,Riverside Elementary School,3.0,PK-5,44
23602,T. Ryland Sanford Elementary School,3.0,PK-5,65
23502,Fairlawn Elementary School,3.0,3-5,69
23518,Little Creek Elementary School,3.0,PK-5,57
23513,Norview Elementary School,3.0,PK-5,99
23503,Ocean View Elementary School,3.0,PK-5,64
23513,Sherwood Forest Elementary School,3.0,PK-5,61
23523,St. Helena Elementary School,3.0,PK-5,98
23507,W.H. Taylor Elementary School,3.0,PK-5,32
23513,Tanners Creek Elementary School,3.0,PK-5,99
22942,Gordon Barbour Elementary School,3.0,PK-5,58
22851,Stanley Elementary School,3.0,PK-5,63
23701,Hodges Manor Elementary School,3.0,K-6,60
23704,Park View Elementary School,3.0,K-6,98
22193,Dale City Elementary School,3.0,PK-5,75
22193,Kerrydale Elementary School,3.0,PK-5,71
22191,Marumsco Hills Elementary School,3.0,PK-5,79
20109,George P. Mullen Elementary School,3.0,PK-5,68
23227,Ginter Park Elementary School,3.0,PK-5,97
23223,Bellevue Elementary School,3.0,PK-5,98
24015,Fishburn Park Elementary School,3.0,PK-5,63
24017,Westside Elementary School,3.0,PK-5,99
22830,Fulks Run Elementary School,3.0,PK-5,52
